SNP	Chromosome	Position	trait1	N1	N2	Rawposition
SAUSA300_1115	9	177363	0.0154916060450208	rpe	ribulose-phosphate 3-epimerase	1221891
SAUSA300_2288	19	110037	0.0155309194044415	-	ABC transporter ATP-binding protein	2460225
SAUSA300_1708	14	193398	0.0155351011962317	rot	accessory regulator Rot	1890756
SAUSA300_1850	15	185479	0.0155736108834976	-	hypothetical protein	2013403
SAUSA300_2583	21	190741	0.0156157920407803	-	putative glycosyl transferase	2802061
SAUSA300_2007	17	79302	0.0156300338680816	ilvB	acetolactate synthase large subunit	2168358
SAUSA300_0459	4	129059	0.0156825489649235	tmk	thymidylate kinase	520757
SAUSA300_0658	6	82143	0.0156960046147516	-	LysR family transcriptional regulator	734973
SAUSA300_1035	9	85974	0.0157240303691956	-	heme-degrading monooxygenase IsdG	1130502
SAUSA300_1787	15	141631	0.0157399227394057	-	HIT family protein	1969555
SAUSA300_0394	3	183988	0.0157420185354845	-	FAD/NAD-P--binding Rossmann fold superfamily protein	445120
SAUSA300_0868	7	164952	0.0157431415744292	spsB	signal peptidase IB	948348
SAUSA300_0571	5	123840	0.015752375773201	-	lipoate-protein ligase A family protein	646104
SAUSA300_0569	5	121095	0.0157587078419236	-	putative heme peroxidase	643359
SAUSA300_1851	15	185740	0.0157613444094516	-	hypothetical protein	2013664
SAUSA300_0566	5	119175	0.0157723241137106	-	amino acid permease	641439
SAUSA300_1452	12	169424	0.0157881044251953	proC	pyrroline-5-carboxylate reductase	1605650
SAUSA300_1769	15	128380	0.0158023954374863	lukE	leukotoxin LukE	1956304
SAUSA300_0095	1	103794	0.0158486767739142	-	transcriptional regulator	103794
SAUSA300_0007	0	140348	0.0159014094131492	-	hypothetical protein	9782
SAUSA300_1197	10	143971	0.0159259514256143	-	glutathione peroxidase	1319065
SAUSA300_0385	3	174420	0.0160932790268597	-	hypothetical protein	435552
SAUSA300_2131	18	85410	0.0161289009620728	-	hypothetical protein	2305032
SAUSA300_0930	8	106183	0.0161481127379521	-	lipoate-protein ligase A family protein	1020145
SAUSA300_1171	10	115611	0.0161619980989326	-	hypothetical protein	1290705
SAUSA300_2076	17	148559	0.0162439875835635	-	aldehyde dehydrogenase family protein	2237615
SAUSA300_1789	15	143428	0.0162895970041131	-	hypothetical protein	1971352
SAUSA300_0474	4	141231	0.0163548379646042	-	putative endoribonuclease L-PSP	532929
SAUSA300_1620	14	76569	0.0164242344571957	engB	ribosome biogenesis GTP-binding protein YsxC	1773927
SAUSA300_0657	6	81161	0.0164246372819259	-	hypothetical protein	733991
SAUSA300_1638	14	98178	0.0164249312217284	phoR	sensory box histidine kinase PhoR	1795536
SAUSA300_0170	1	193425	0.0164390270789288	-	aldehyde dehydrogenase	193425
SAUSA300_0889	7	193848	0.0165138712851474	oppD	oligopeptide ABC transporter ATP-binding protein	977244
SAUSA300_2292	19	114414	0.0165490225441367	fni	isopentenyl pyrophosphate isomerase	2464602
SAUSA300_0137	1	156086	0.0166656814491555	-	GntR family transcriptional regulator	156086
SAUSA300_1198	10	145797	0.0168587129294837	-	putative GTP-binding protein	1320891
SAUSA300_0752	6	186333	0.0169378056901735	clpP	ATP-dependent Clp protease proteolytic subunit	839163
SAUSA300_1302	11	127641	0.0169467236008377	-	ATPase family protein	1433301
SAUSA300_2492	21	83953	0.0169467236008377	-	acetyltransferase family protein	2695273
SAUSA300_2303	19	126157	0.0170394336666913	tcaR	transcriptional regulator TcaR	2476345
SAUSA300_2457	20	174022	0.0170484565756583	-	phospholipase/carboxylesterase family protein	2654776
SAUSA300_1495	13	81626	0.017132002463981	-	hypothetical protein	1648418
SAUSA300_1691	14	168044	0.0171561670983922	-	glutamyl-aminopeptidase	1865402
SAUSA300_0430	4	92738	0.0172179688991405	-	hypothetical protein	484436
SAUSA300_1335	11	194631	0.0173647468826049	-	hypothetical protein	1500291
SAUSA300_1369	12	99452	0.0173889295670839	-	pyridine nucleotide-disulfide oxidoreductase	1535678
SAUSA300_1876	16	77383	0.0174282962665948	-	DNA polymerase IV	2035873
SAUSA300_0820	7	117895	0.017441608382428	sufS	SufS subfamily cysteine desulfurase	901291
SAUSA300_1878	16	79400	0.0175438395778113	rumA	RNA methyltransferase	2037890
SAUSA300_1145	10	82521	0.0175712282887959	xerC	tyrosine recombinase xerC	1257615
SAUSA300_0866	7	163832	0.0176395401207541	-	hypothetical protein	947228
SAUSA300_0517	4	187941	0.0176773614301683	-	RNA methyltransferase	579639
SAUSA300_1014	9	67859	0.0176822288610338	pyc	pyruvate carboxylase	1112387
SAUSA300_2307	19	129511	0.0177132419757209	-	ABC transporter permease	2479699
SAUSA300_0732	6	159774	0.0177988767582904	-	hypothetical protein	812604
SAUSA300_0891	8	65887	0.0179612229015712	oppA	oligopeptide ABC transporter substrate-binding protein	979849
SAUSA300_1256	11	78519	0.0180062673416906	msrA	methionine sulfoxide reductase A	1384179
SAUSA300_0153	1	175531	0.0180825964066857	cap5B	capsular polysaccharide biosynthesis protein Cap5B	175531
SAUSA300_1249	11	65702	0.0181154074150959	-	hypothetical protein	1371362
SAUSA300_2331	19	157430	0.0181596881578824	-	MarR family transcriptional regulator	2507618
SAUSA300_1132	10	65553	0.0181858232149434	rimM	16S rRNA-processing protein RimM	1240647
SAUSA300_1491	13	78209	0.0181858232149434	-	proline dipeptidase	1645001
SAUSA300_0769	7	72972	0.0182188691505293	-	hypothetical protein	856368
SAUSA300_0041	0	182956	0.0182607369224513	-	hypothetical protein	52390
SAUSA300_1523	13	107694	0.018343159298745	-	hypothetical protein	1674486
SAUSA300_1703	14	187436	0.0184164547595692	-	rhodanese-like domain-containing protein	1884794
SAUSA300_1641	14	102250	0.0184700471294518	gltA	citrate synthase	1799608
SAUSA300_0363	3	156011	0.0184795220319045	-	hypothetical protein	417143
SAUSA300_2386	20	88744	0.0185650686814129	-	beta-lactamase	2569498
SAUSA300_0621	5	172512	0.0185897411836327	-	iron-dependent repressor	694776
SAUSA300_0434	4	96788	0.0186644879015277	metB	cystathionine gamma-synthase	488486
SAUSA300_0218	2	126904	0.0187622043856288	-	sensor histidine kinase family protein	257470
SAUSA300_2371	20	67121	0.0188331519558653	bioB	biotin synthase	2547875
SAUSA300_0707	6	132908	0.0188507659079848	-	osmoprotectant ABC transporter permease	785738
SAUSA300_0433	4	95662	0.0189514308211601	cysM	cysteine synthase/cystathionine beta-synthase	487360
SAUSA300_1788	15	142138	0.0190092119280693	-	hypothetical protein	1970062
SAUSA300_1183	10	128305	0.0190438878570382	-	2-oxoglutarate ferredoxin oxidoreductase subunit beta	1303399
SAUSA300_1227	10	170643	0.0190476124364892	thrC	threonine synthase	1345737
SAUSA300_1857	15	191284	0.0191435876155557	-	hypothetical protein	2019208
SAUSA300_0125	1	144913	0.0192754413482105	-	pyridoxal-dependent decarboxylase	144913
SAUSA300_1494	13	80252	0.0194518653709281	-	hypothetical protein	1647044
SAUSA300_0545	5	88452	0.0195332614364198	-	hypothetical protein	610716
SAUSA300_2315	19	139466	0.0195344682166525	-	hypothetical protein	2489654
SAUSA300_0160	1	183153	0.0196139167887002	cap5I	capsular polysaccharide biosynthesis protein Cap5I	183153
SAUSA300_0495	4	162401	0.0197166111562516	-	hypothetical protein	554099
SAUSA300_1344	12	72448	0.019766569191113	-	putative DNA replication protein DnaD	1508674
SAUSA300_1594	13	182341	0.0198567826047927	yajC	preprotein translocase subunit YajC	1749133
SAUSA300_0663	6	85938	0.0198700431558271	-	hypothetical protein	738768
SAUSA300_2346	19	171888	0.0198734463843325	nirB	nitrite reductase [NAD-P-H]- large subunit	2522076
SAUSA300_0816	7	112961	0.0199112513976174	-	CsbD-like superfamily protein	896357
SAUSA300_1223	10	164909	0.0200470320568833	-	hypothetical protein	1340003
SAUSA300_0648	6	70679	0.0200866582678086	-	ABC transporter permease	723509
SAUSA300_0113	1	128167	0.0201241406397913	-	immunoglobulin G binding protein A	128167
SAUSA300_1047	9	102697	0.0201657047008089	sdhA	succinate dehydrogenase flavoprotein subunit	1147225
SAUSA300_0676	6	98258	0.0202005234551285	-	anion transporter family protein	751088
SAUSA300_1979	16	177687	0.0202333070806516	-	cation transport family protein	2136177
SAUSA300_0200	2	104506	0.0203161721949394	-	peptide ABC transporter ATP-binding protein	235072
SAUSA300_0904	8	78744	0.0203423456973237	-	hypothetical protein	992706
SAUSA300_0012	0	147667	0.0205218608935455	-	putative homoserine O-acetyltransferase	17101
SAUSA300_0786	7	89765	0.0206867767152613	-	OsmC/Ohr family protein	873161
SAUSA300_2445	20	159402	0.0207497017083416	-	MerR family transcriptional regulator	2640156
SAUSA300_1529	13	113111	0.0208675722033512	dgkA	diacylglycerol kinase	1679903
SAUSA300_1000	8	182479	0.0210332727554718	potB	spermidine/putrescine ABC transporter permease	1096441
SAUSA300_1021	9	74043	0.0211581569676222	-	hypothetical protein	1118571
SAUSA300_1588	13	172818	0.0211836274699387	lytH	N-acetylmuramoyl-L-alanine amidase	1739610
SAUSA300_1121	9	184083	0.0213830010191762	-	fatty acid biosynthesis transcriptional regulator	1228611
SAUSA300_0002	0	133882	0.0213833457490211	dnaN	DNA polymerase III subunit beta	3316
SAUSA300_1194	10	142548	0.0213841086109992	-	alpha/beta fold family hydrolase	1317642
SAUSA300_0861	7	157002	0.0218081224081213	gudB	NAD-specific glutamate dehydrogenase	940398
SAUSA300_0268	2	188849	0.0219895562139539	-	putative drug transporter	319415
SAUSA300_1908	16	116127	0.0221648525832937	-	hypothetical protein	2074617
SAUSA300_1199	10	147054	0.0221651663986328	-	hypothetical protein	1322148
SAUSA300_1520	13	103696	0.0222566124540493	-	hypothetical protein	1670488
SAUSA300_1354	12	83913	0.0222566124540494	-	hypothetical protein	1520139
SAUSA300_2558	21	157749	0.0222758001721781	nsaS	nisin susceptibility-associated sensor histidine kinase	2769069
SAUSA300_1731	15	89110	0.0223769559634176	pckA	phosphoenolpyruvate carboxykinase	1917034
SAUSA300_1518	13	101133	0.022380248502938	-	DEAD-box ATP dependent DNA helicase	1667925
SAUSA300_0405	4	67354	0.0224918713508675	hsdM	type I restriction-modification system- M subunit	459052
SAUSA300_2381	20	80267	0.0225042501147396	-	hypothetical protein	2561021
SAUSA300_1887	16	93161	0.0225400293379812	pcrB	geranylgeranylglyceryl phosphate synthase-like protein	2051651
SAUSA300_1893	16	99434	0.0227044668802501	nadE	NAD synthetase	2057924
SAUSA300_0614	5	164994	0.0229055302903834	-	putative monovalent cation/H+ antiporter subunit E	687258
SAUSA300_1131	9	195428	0.0230280828222984	rpsP	30S ribosomal protein S16	1239956
SAUSA300_2063	17	137004	0.0231028559802015	atpE	F0F1 ATP synthase subunit C	2226060
SAUSA300_0641	5	194230	0.0231831383342478	-	putative lipase/esterase	716494
SAUSA300_2526	21	117597	0.0232210852179439	pyrD	dihydroorotate dehydrogenase 2	2728917
SAUSA300_0330	3	121533	0.0232334182482978	ulaA	PTS system ascorbate-specific transporter subunit IIC	382665
SAUSA300_2310	19	133348	0.0233554989418071	-	hypothetical protein	2483536
SAUSA300_2633	22	118296	0.0233824290999814	-	ABC transporter ATP-binding protein	2860182
SAUSA300_1701	14	180433	0.0235862266825074	-	hypothetical protein	1877791
SAUSA300_0237	2	156460	0.0235862266825075	-	inosine-uridine preferring nucleoside hydrolase	287026
SAUSA300_2332	19	158074	0.0236671580694383	-	heat shock protein	2508262
SAUSA300_0710	6	135310	0.0238466309508487	-	hypothetical protein	788140
SAUSA300_2472	20	189163	0.0241447359024987	-	hypothetical protein	2669917
SAUSA300_2266	19	86796	0.0243390887604386	-	hypothetical protein	2436984
SAUSA300_1319	11	145070	0.0243479393687996	folA	dihydrofolate reductase	1450730
SAUSA300_2474	20	190346	0.0245390243436575	-	hypothetical protein	2671100
SAUSA300_2391	20	93559	0.024634372490282	opuCc	glycine betaine/carnitine/choline ABC transporter	2574313
SAUSA300_0163	1	186737	0.0248378328699678	cap5L	capsular polysaccharide biosynthesis protein Cap5L	186737
SAUSA300_2262	19	81962	0.0248399024044165	-	hypothetical protein	2432150
SAUSA300_1994	16	192533	0.0248919384040544	scrB	sucrose-6-phosphate hydrolase	2151023
SAUSA300_0386	3	175918	0.0249117072310076	xpt	xanthine phosphoribosyltransferase	437050
SAUSA300_2567	21	166872	0.0250127903701401	arcC	carbamate kinase	2778192
SAUSA300_2559	21	158647	0.025074659316582	-	DNA-binding response regulator	2769967
SAUSA300_0736	6	164171	0.0253687116777937	yfiA	ribosomal subunit interface protein	817001
SAUSA300_1515	13	98417	0.0254543691670526	-	ABC transporter permease	1665209
SAUSA300_1722	15	77190	0.0256031218865207	-	hypothetical protein	1905114
SAUSA300_1921	16	128950	0.025897790722444	-	truncated amidase	2087440
SAUSA300_1782	15	136211	0.0260308632860946	hemH	ferrochelatase	1964135
SAUSA300_1875	16	77315	0.026072679634028	-	exonuclease	2035805
SAUSA300_1091	9	149547	0.0263100653760561	pyrR	bifunctional pyrimidine regulatory protein PyrR uracil phosphoribosyltransferase	1194075
SAUSA300_2499	21	92339	0.0263104549521169	crtM	squalene desaturase	2703659
SAUSA300_0593	5	144711	0.0265733031173689	-	hypothetical protein	666975
SAUSA300_1229	10	172420	0.0265813786422002	-	HAD superfamily hydrolase	1347514
SAUSA300_1723	15	77733	0.0267070321339163	-	hypothetical protein	1905657
SAUSA300_2260	19	79441	0.0274385228270088	-	inositol monophosphatase family protein	2429629
SAUSA300_1451	12	167712	0.0274385228270089	-	short chain dehydrogenase/reductase family oxidoreductase	1603938
SAUSA300_1591	13	176771	0.027529703522658	apt	adenine phosphoribosyltransferase	1743563
SAUSA300_1028	9	77823	0.0275531004566331	-	iron transport associated domain-containing protein	1122351
SAUSA300_2068	17	141601	0.02774359504691	-	hypothetical protein	2230657
SAUSA300_1694	14	170955	0.0281339544058356	trmB	tRNA -guanine-N-7----methyltransferase	1868313
SAUSA300_0940	8	114950	0.0281594854073284	-	hypothetical protein	1028912
SAUSA300_0729	6	156204	0.0282102919073301	-	hypothetical protein	809034
SAUSA300_2291	19	114366	0.0285123708609923	gltS	sodium/glutamate symporter	2464554
SAUSA300_1806	15	160451	0.0286819249571419	-	putative iron-sulfur cluster-binding protein	1988375
SAUSA300_0702	6	123841	0.0287751505519324	-	hypothetical protein	776671
SAUSA300_1699	14	176405	0.0288785392372914	-	pseudouridine synthase family 1 protein	1873763
SAUSA300_1901	16	110558	0.0290897248193651	aldA2	aldehyde dehydrogenase	2069048
SAUSA300_0817	7	113194	0.0291422796619023	-	hypothetical protein	896590
SAUSA300_1053	9	106830	0.0292516635893135	-	formyl peptide receptor-like 1 inhibitory protein	1151358
SAUSA300_2532	21	122350	0.029500849913902	panD	aspartate alpha-decarboxylase	2733670
SAUSA300_2311	19	133800	0.0295110999123529	-	hypothetical protein	2483988
SAUSA300_0404	4	65534	0.0296840485788813	-	superantigen-like protein	457232
SAUSA300_2030	17	101631	0.0296911147667872	-	hypothetical protein	2190687
SAUSA300_0333	3	123628	0.0297193432743322	-	BglG family transcriptional antiterminator	384760
SAUSA300_0890	7	194779	0.0299852890225927	oppF	oligopeptide ABC transporter ATP-binding protein	978175
SAUSA300_1888	16	94025	0.0300361047897199	-	hypothetical protein	2052515
SAUSA300_1277	11	99594	0.0300489942180637	-	hypothetical protein	1405254
SAUSA300_0694	6	116607	0.0303414081731901	-	hypothetical protein	769437
SAUSA300_1018	9	72111	0.0304311550221448	-	hypothetical protein	1116639
SAUSA300_1582	13	165855	0.0304324603171568	-	hypothetical protein	1732647
SAUSA300_0003	0	134508	0.0305841014412773	-	hypothetical protein	3942
SAUSA300_2210	18	158369	0.0308082255808125	glcU	glucose uptake protein	2377991
SAUSA300_0561	5	113871	0.0309002812494432	-	hypothetical protein	636135
SAUSA300_0310	3	100373	0.0315344536179143	pfoR	perfringolysin O regulator protein	361505
SAUSA300_2338	19	162287	0.0316059461363215	-	sensor histidine kinase	2512475
SAUSA300_1579	13	162965	0.0316487444064646	-	aminotransferase- class V	1729757
SAUSA300_1732	15	89246	0.031654285385838	-	putative transposase	1917170
SAUSA300_0885	7	188827	0.0318569807804383	fabH	3-oxoacyl--acyl carrier protein- synthase III	972223
SAUSA300_0317	3	107817	0.0319006160174083	-	hypothetical protein	368949
SAUSA300_2328	19	154358	0.0322509783115819	-	hypothetical protein	2504546
SAUSA300_1548	13	133644	0.0323590200153584	-	ComE operon protein 2	1700436
SAUSA300_1393	12	121143	0.0324195781416773	-	phiSLT ORF2067-like protein- phage tail tape measure protein	1557369
SAUSA300_0306	3	94365	0.0325541051276666	brnQ	branched-chain amino acid transport system II carrier protein	355497
SAUSA300_2423	20	128075	0.0327461880816575	-	hypothetical protein	2608829
SAUSA300_2471	20	186248	0.0328562211675434	-	perfringolysin O regulator protein	2667002
SAUSA300_1240	10	183938	0.0328573635729258	-	hypothetical protein	1359032
SAUSA300_0135	1	154801	0.0328826059068808	-	Fe/Mn family superoxide dismutase	154801
SAUSA300_2447	20	161254	0.0329739877392487	-	hypothetical protein	2642008
SAUSA300_2045	17	121557	0.0331054313493475	-	HD domain-containing protein	2210613
SAUSA300_2387	20	88836	0.0331655438458082	-	NAD dependent epimerase/dehydratase family protein	2569590
SAUSA300_0257	2	179282	0.033661848265834	-	antiholin-like protein LrgB	309848
SAUSA300_2169	18	130183	0.034020199359137	-	hypothetical protein	2349805
SAUSA300_1095	9	154375	0.0344447744114565	carA	carbamoyl phosphate synthase small subunit	1198903
SAUSA300_2257	19	74332	0.0348014888104048	-	hypothetical protein	2424520
SAUSA300_1677	14	146858	0.0349389762578607	-	cell wall surface anchor family protein	1844216
SAUSA300_0249	2	169989	0.0350133169302519	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	300555
SAUSA300_1711	15	66874	0.0350804083212349	putA	proline dehydrogenase	1894798
SAUSA300_1338	12	66635	0.0352020658072829	-	hypothetical protein	1502861
SAUSA300_0813	7	109547	0.0356179252852834	-	hypothetical protein	892943
SAUSA300_0883	7	187149	0.0358300596229909	-	putative surface protein	970545
SAUSA300_2358	19	183991	0.0359556626242567	-	ABC transporter permease	2534179
SAUSA300_1234	10	177383	0.0359810188089145	rpsN	30S ribosomal protein S14	1352477
SAUSA300_2263	19	81985	0.0362521860446575	-	putative transposase	2432173
SAUSA300_0221	2	133040	0.0365506680727747	pflA	pyruvate formate-lyase activating enzyme	263606
SAUSA300_1692	14	169518	0.0368644931110335	-	hypothetical protein	1866876
SAUSA300_0247	2	167400	0.037408311940637	-	putative teichoic acid biosynthesis protein B	297966
SAUSA300_1519	13	102593	0.0378339027284107	-	hypothetical protein	1669385
SAUSA300_0562	5	115018	0.037874510200332	thiD	phosphomethylpyrimidine kinase	637282
SAUSA300_1304	11	128845	0.0385829676370603	-	hypothetical protein	1434505
SAUSA300_2228	18	175994	0.0388198075434412	modC	molybdenum ABC transporter ATP-binding protein ModC	2395616
SAUSA300_1512	13	94948	0.0390914806998784	pbp3	penicillin-binding protein 3	1661740
SAUSA300_0560	5	113531	0.0395865477115487	vraB	acetyl-CoA c-acetyltransferase	635795
SAUSA300_0469	4	137571	0.0397637724079928	-	hypothetical protein	529269
SAUSA300_1138	10	72904	0.0398812710232166	sucC	succinyl-CoA synthetase subunit beta	1247998
SAUSA300_2480	21	66399	0.0407119554594756	-	LysR family transcriptional regulator	2677719
SAUSA300_0655	6	79691	0.0407727362986902	-	hypothetical protein	732521
SAUSA300_0877	7	181986	0.0415268449693093	clpB	chaperone clpB	965382
SAUSA300_1803	15	159041	0.0415690152810973	-	hypothetical protein	1986965
SAUSA300_1642	14	105080	0.0422554178489498	-	D-serine/D-alanine/glycine transporter	1802438
SAUSA300_0714	6	139276	0.0425935976475061	-	integral membrane protein	792106
SAUSA300_2308	19	131376	0.0426744137716851	-	response regulator protein	2481564
SAUSA300_0553	5	105153	0.0426922528175749	-	hypothetical protein	627417
SAUSA300_1751	15	107720	0.0430954568719316	hsdS	type I restriction-modification enzyme- S subunit	1935644
SAUSA300_2542	21	134971	0.0436508959904298	-	putative AMP-binding enzyme	2746291
SAUSA300_0510	4	179378	0.0436741635252061	clpC	endopeptidase	571076
SAUSA300_2366	19	194382	0.0438599440592344	hlgC	gamma-hemolysin component C	2544570
SAUSA300_0951	8	125580	0.0442488782764222	sspA	V8 protease	1039542
SAUSA300_0617	5	168087	0.0450742012542858	-	Na+/H+ antiporter	690351
SAUSA300_0712	6	136910	0.0452703727011159	-	amino acid/peptide transporter -peptide-H+ symporter-	789740
SAUSA300_1801	15	156288	0.0454339297382127	fumC	fumarate hydratase	1984212
SAUSA300_0518	4	188465	0.0465971308589587	-	hypothetical protein	580163
SAUSA300_1100	9	160034	0.0466877366689419	-	hypothetical protein	1204562
SAUSA300_2085	17	158886	0.0468139182417249	-	hypothetical protein	2247942
SAUSA300_1024	9	75531	0.0469111329895154	coaD	phosphopantetheine adenylyltransferase	1120059
SAUSA300_1897	16	103981	0.0470069553032206	-	sodium-dependent transporter	2062471
SAUSA300_2199	18	148215	0.0470781811904264	rplV	50S ribosomal protein L22	2367837
SAUSA300_0020	0	156219	0.047537520696919	-	DNA-binding response regulator	25653
SAUSA300_0348	3	139475	0.0476663430499947	-	twin arginine-targeting protein translocase	400607
SAUSA300_1526	13	111022	0.0477256860711149	recO	DNA repair protein RecO	1677814
SAUSA300_1081	9	139244	0.0481663563443467	-	hypothetical protein	1183772
SAUSA300_1581	13	165669	0.0488650599427845	-	hypothetical protein	1732461
SAUSA300_1350	12	81341	0.0497062911466554	-	hypothetical protein	1517567
SAUSA300_1309	11	138008	0.0499803338055826	-	IS200 family transposase	1443668
SAUSA300_2403	20	107513	0.0503851560926176	-	putative lipoprotein	2588267
SAUSA300_0475	4	141605	0.0514223669766607	-	regulatory protein SpoVG	533303
SAUSA300_0574	5	127424	0.0518932708400426	-	phosphomevalonate kinase	649688
SAUSA300_2431	20	134069	0.051953258671442	-	putative helicase	2614823
SAUSA300_0384	3	173615	0.0523490790416924	-	hypothetical protein	434747
SAUSA300_0965	8	144424	0.0524813372818704	folD	bifunctional 5-10-methylene-tetrahydrofolate dehydrogenase/ 5-10-methylene-tetrahydrofolate cyclohydrolase	1058386
SAUSA300_0834	7	130436	0.0525291869588844	-	D-isomer specific 2-hydroxyacid dehydrogenase	913832
SAUSA300_2566	21	166069	0.0538980667561592	arcR	Crp/FNR family transcriptional regulator	2777389
SAUSA300_1804	15	159218	0.0553916830145139	-	hypothetical protein	1987142
SAUSA300_0136	1	155894	0.0556778003575071	-	cell wall surface anchor family protein	155894
SAUSA300_1894	16	100248	0.0559250397062241	-	nicotinate phosphoribosyltransferase	2058738
SAUSA300_0844	7	139749	0.0560328689109721	-	hypothetical protein	923145
SAUSA300_0234	2	150643	0.0567822937473574	-	putative flavohemoprotein	281209
SAUSA300_2226	18	174283	0.0568138793055189	moaB	molybdenum cofactor biosynthesis protein B	2393905
SAUSA300_0668	6	88122	0.0569193461499052	-	hypothetical protein	740952
SAUSA300_1029	9	79963	0.0569285533846906	-	iron transport associated domain-containing protein	1124491
SAUSA300_2175	18	135612	0.0576848325425513	cbiO	cobalt transporter ATP-binding subunit	2355234
SAUSA300_2493	21	84982	0.0577623945320352	-	hypothetical protein	2696302
SAUSA300_2495	21	88127	0.0582978409470583	-	copper chaperone copZ	2699447
SAUSA300_0741	6	173100	0.058745158277646	uvrB	excinuclease ABC subunit B	825930
SAUSA300_1615	14	71534	0.0592029888692791	hemB	delta-aminolevulinic acid dehydratase	1768892
SAUSA300_0558	5	110470	0.0593449870532696	-	putative proline/betaine transporter	632734
SAUSA300_1036	9	87098	0.0594359150684371	-	RNA methyltransferase	1131626
SAUSA300_1810	15	167032	0.0597580540236241	-	IS1181- transposase	1994956
SAUSA300_0126	1	145681	0.0599708453161208	-	hypothetical protein	145681
SAUSA300_0473	4	140834	0.0610441652188734	purR	pur operon repressor	532532
SAUSA300_0124	1	143711	0.0611084460720935	-	HPCH/HPAI aldolase family protein	143711
SAUSA300_1628	14	83276	0.062186652591883	lysP	lysine-specific permease	1780634
SAUSA300_0791	7	93181	0.0637778028331617	gcvH	glycine cleavage system protein H	876577
SAUSA300_0254	2	177289	0.0640555904650631	-	sensor histidine kinase	307855
SAUSA300_0963	8	141630	0.0641010044688931	qoxA	quinol oxidase- subunit II	1055592
SAUSA300_1042	9	94991	0.0653366603620071	-	hypothetical protein	1139519
SAUSA300_2304	19	127775	0.066215474408579	-	hypothetical protein	2477963
SAUSA300_1358	12	89523	0.0664294555687719	ndk	nucleoside diphosphate kinase	1525749
SAUSA300_2648	22	130559	0.0666112017831605	rpmH	50S ribosomal protein L34	2872445
SAUSA300_0071	1	79445	0.067206032951063	-	ISSep1-like transposase	79445
SAUSA300_2461	20	177605	0.0672340759857585	-	glyoxalase family protein	2658359
SAUSA300_1128	9	193006	0.0685776273250999	ftsY	signal recognition particle-docking protein FtsY	1237534
SAUSA300_2534	21	123579	0.0699974833586324	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase	2734899
SAUSA300_1547	13	131438	0.0707350457807828	-	DNA internalization-related competence protein ComEC/Rec2	1698230
SAUSA300_1046	9	100879	0.0730165412616693	sdhC	succinate dehydrogenase- cytochrome b-558 subunit	1145407
SAUSA300_0541	5	85040	0.0732001261619017	-	deoxynucleoside kinase family protein	607304
SAUSA300_2094	17	168532	0.073392552934034	-	hypothetical protein	2257588
SAUSA300_1461	12	179942	0.0740850593870403	-	hypothetical protein	1616168
SAUSA300_1092	9	151072	0.0744511366966241	pyrP	uracil permease	1195600
SAUSA300_2025	17	97611	0.0751898344955065	rsbU	sigma-B regulation protein	2186667
SAUSA300_2500	21	93239	0.0755531155839335	-	glycosyl transferase	2704559
SAUSA300_2580	21	186513	0.076244993048712	-	isochorismatase family protein	2797833
SAUSA300_1507	13	91296	0.0763281466282732	glk	glucokinase	1658088
SAUSA300_0677	6	99717	0.0776505137834515	-	putative deoxyribodipyrimidine photolyase	752547
SAUSA300_1380	12	109510	0.0777193549497679	-	hypothetical protein	1545736
SAUSA300_1164	10	105227	0.0785507370450747	truB	tRNA pseudouridine synthase B	1280321
SAUSA300_1629	14	85195	0.0795206346063482	thrS	threonyl-tRNA synthetase	1782553
SAUSA300_0032	0	169693	0.0807777170263179	mecA	penicillin-binding protein 2-	39127
SAUSA300_0864	7	160045	0.0815428354827558	argG	argininosuccinate synthase	943441
SAUSA300_1153	10	90077	0.0816932602353734	uppS	undecaprenyl pyrophosphate synthase	1265171
SAUSA300_0274	2	195603	0.0828339991819484	-	hypothetical protein	326169
SAUSA300_1109	9	170473	0.0833547990704591	fmt	methionyl-tRNA formyltransferase	1215001
SAUSA300_1136	10	70878	0.0834099378524456	rbgA	ribosomal biogenesis GTPase	1245972
SAUSA300_1359	12	90064	0.0838904195872072	-	polyprenyl synthetase	1526290
SAUSA300_0923	8	101593	0.0844532092051443	htrA	serine protease	1015555
SAUSA300_1538	13	120402	0.0903863139784897	prmA	ribosomal protein L11 methyltransferase	1687194
SAUSA300_2478	20	195675	0.0907360140258445	cidB	hypothetical protein	2676429
SAUSA300_2002	17	72747	0.0918140817437848	-	putative DNA-binding/iron metalloprotein/AP endonuclease	2161803
SAUSA300_2062	17	136285	0.0918781899731681	atpF	F0F1 ATP synthase subunit B	2225341
SAUSA300_1054	9	108409	0.0957902301705818	-	hypothetical protein	1152937
SAUSA300_2395	20	99461	0.0961127876515862	-	amino acid permease	2580215
SAUSA300_2106	17	187330	0.0970944933277471	-	putative transcriptional regulator	2276386
SAUSA300_2314	19	139313	0.0985043971002379	-	hypothetical protein	2489501
SAUSA300_1678	14	149840	0.0990341686253686	fhs	formate--tetrahydrofolate ligase	1847198
SAUSA300_2296	19	117553	0.0998317017878498	-	esterase-like protein	2467741
SAUSA300_1784	15	138995	0.103565311595105	-	signal transduction protein TRAP	1966919
