SNP	Chromosome	Position	trait1	N1	N2	Rawposition
SAUSA300_2157	18	115223	0.517124258280682	-	NAD-dependent deacetylase	2334845
SAUSA300_1803	15	159041	0.518529393317688	-	hypothetical protein	1986965
SAUSA300_0714	6	139276	0.520418934303843	-	integral membrane protein	792106
SAUSA300_0553	5	105153	0.520598949721249	-	hypothetical protein	627417
SAUSA300_2365	19	192868	0.520652757705933	hlgA	gamma-hemolysin component A	2543056
SAUSA300_1895	16	102977	0.5209298830469	-	nitric oxide synthase oxygenase	2061467
SAUSA300_1751	15	107720	0.521333506643705	hsdS	type I restriction-modification enzyme- S subunit	1935644
SAUSA300_2542	21	134971	0.522335874655105	-	putative AMP-binding enzyme	2746291
SAUSA300_1137	10	71629	0.522664474037277	rnhB	ribonuclease HII	1246723
SAUSA300_0951	8	125580	0.523406100931211	sspA	V8 protease	1039542
SAUSA300_0712	6	136910	0.525209413215916	-	amino acid/peptide transporter -peptide-H+ symporter-	789740
SAUSA300_1159	10	100664	0.525316811819247	nusA	transcription elongation factor NusA	1275758
SAUSA300_0752	6	186333	0.525420856844135	clpP	ATP-dependent Clp protease proteolytic subunit	839163
SAUSA300_1801	15	156288	0.525493436807719	fumC	fumarate hydratase	1984212
SAUSA300_1545	13	130362	0.526503996357649	rpsT	30S ribosomal protein S20	1697154
SAUSA300_2288	19	110037	0.526796074804019	-	ABC transporter ATP-binding protein	2460225
SAUSA300_0366	3	157937	0.526900538155198	rpsF	30S ribosomal protein S6	419069
SAUSA300_1881	16	83998	0.527173544606835	gatA	aspartyl/glutamyl-tRNA amidotransferase subunit A	2042488
SAUSA300_0487	4	154965	0.527316983147308	-	hypothetical protein	546663
SAUSA300_0518	4	188465	0.527506420286735	-	hypothetical protein	580163
SAUSA300_2085	17	158886	0.527877810577696	-	hypothetical protein	2247942
SAUSA300_1024	9	75531	0.528043787051723	coaD	phosphopantetheine adenylyltransferase	1120059
SAUSA300_1897	16	103981	0.528210850922887	-	sodium-dependent transporter	2062471
SAUSA300_0348	3	139475	0.529325857191067	-	twin arginine-targeting protein translocase	400607
SAUSA300_1526	13	111022	0.529426689412214	recO	DNA repair protein RecO	1677814
SAUSA300_1081	9	139244	0.530167381391528	-	hypothetical protein	1183772
SAUSA300_1540	13	122619	0.53075557674654	dnaK	molecular chaperone DnaK	1689411
SAUSA300_1128	9	193006	0.531227559501945	ftsY	signal recognition particle-docking protein FtsY	1237534
SAUSA300_1581	13	165669	0.531332453487254	-	hypothetical protein	1732461
SAUSA300_2396	20	101421	0.53204599601728	pnbA	para-nitrobenzyl esterase	2582175
SAUSA300_1377	12	107308	0.532225689114075	-	hypothetical protein	1543534
SAUSA300_1350	12	81341	0.532720557321759	-	hypothetical protein	1517567
SAUSA300_1309	11	138008	0.533168239274478	-	IS200 family transposase	1443668
SAUSA300_1908	16	116127	0.533314217388653	-	hypothetical protein	2074617
SAUSA300_2061	17	135746	0.53408406586045	atpH	F0F1 ATP synthase subunit delta	2224802
SAUSA300_2039	17	115599	0.535252455165229	ddl	D-alanyl-alanine synthetase A	2204655
SAUSA300_0475	4	141605	0.535499575183899	-	regulatory protein SpoVG	533303
SAUSA300_0384	3	173615	0.536974524315597	-	hypothetical protein	434747
SAUSA300_0965	8	144424	0.537183145948834	folD	bifunctional 5-10-methylene-tetrahydrofolate dehydrogenase/ 5-10-methylene-tetrahydrofolate cyclohydrolase	1058386
SAUSA300_0834	7	130436	0.537259032833558	-	D-isomer specific 2-hydroxyacid dehydrogenase	913832
SAUSA300_0234	2	150643	0.538070964227708	-	putative flavohemoprotein	281209
SAUSA300_0829	7	127275	0.541327203033351	lipA	lipoyl synthase	910671
SAUSA300_1804	15	159218	0.54168979548823	-	hypothetical protein	1987142
SAUSA300_0362	3	155778	0.541906947262917	-	hypothetical protein	416910
SAUSA300_0136	1	155894	0.542123798410819	-	cell wall surface anchor family protein	155894
SAUSA300_1894	16	100248	0.54251247310258	-	nicotinate phosphoribosyltransferase	2058738
SAUSA300_2226	18	174283	0.543835505182901	moaB	molybdenum cofactor biosynthesis protein B	2393905
SAUSA300_0668	6	88122	0.543989478986236	-	hypothetical protein	740952
SAUSA300_2175	18	135612	0.545126017845811	cbiO	cobalt transporter ATP-binding subunit	2355234
SAUSA300_2493	21	84982	0.545240222691602	-	hypothetical protein	2696302
SAUSA300_0972	8	152367	0.54554226530305	purF	amidophosphoribosyltransferase	1066329
SAUSA300_0690	6	113356	0.545697866618396	saeS	sensor histidine kinase SaeS	766186
SAUSA300_2495	21	88127	0.546028080870019	-	copper chaperone copZ	2699447
SAUSA300_1153	10	90077	0.546614886071862	uppS	undecaprenyl pyrophosphate synthase	1265171
SAUSA300_0551	5	103583	0.546677389756114	-	putative GTP cyclohydrolase	625847
SAUSA300_1615	14	71534	0.547349476102977	hemB	delta-aminolevulinic acid dehydratase	1768892
SAUSA300_1036	9	87098	0.547688129398936	-	RNA methyltransferase	1131626
SAUSA300_0117	1	133241	0.547721839069941	sirA	iron compound ABC transporter iron compound-binding protein SirA	133241
SAUSA300_1810	15	167032	0.548157941985147	-	IS1181- transposase	1994956
SAUSA300_1032	9	83858	0.550301987451429	-	putative iron compound ABC transporter iron compound-binding protein	1128386
SAUSA300_0852	7	146042	0.551773442636843	mnhD	putative monovalent cation/H+ antiporter subunit D	929438
SAUSA300_0552	5	104474	0.552089082168549	-	hypothetical protein	626738
SAUSA300_2554	21	150693	0.552955881812152	-	sulfite reductase flavoprotein	2762013
SAUSA300_2589	22	69481	0.553629168808986	-	cell wall anchor domain-containing protein	2811367
SAUSA300_1188	10	134175	0.553676288150724	mutS	DNA mismatch repair protein MutS	1309269
SAUSA300_0254	2	177289	0.554204066844921	-	sensor histidine kinase	307855
SAUSA300_1308	11	135950	0.554690656287118	arlR	DNA-binding response regulator	1441610
SAUSA300_1042	9	94991	0.555948370865674	-	hypothetical protein	1139519
SAUSA300_0747	6	181335	0.55621836189033	trxB	thioredoxin-disulfide reductase	834165
SAUSA300_2304	19	127775	0.557140724041491	-	hypothetical protein	2477963
SAUSA300_0461	4	130556	0.557408957374458	holB	DNA polymerase III subunit delta	522254
SAUSA300_0685	6	108049	0.558296513014714	fruA	fructose specific permease	760879
SAUSA300_2461	20	177605	0.558494973593967	-	glyoxalase family protein	2658359
SAUSA300_0899	8	74493	0.559905567147452	-	adaptor protein	988455
SAUSA300_2223	18	171983	0.560664873303908	mobB	molybdopterin-guanine dinucleotide biosynthesis protein B	2391605
SAUSA300_2202	18	149808	0.561352466866754	rplW	50S ribosomal protein L23	2369430
SAUSA300_1569	13	151057	0.561569601521085	-	U32 family peptidase	1717849
SAUSA300_1547	13	131438	0.56306869930304	-	DNA internalization-related competence protein ComEC/Rec2	1698230
SAUSA300_1573	13	154509	0.564842084136136	-	Holliday junction resolvase-like protein	1721301
SAUSA300_1602	13	188872	0.565017944452028	-	hypothetical protein	1755664
SAUSA300_0558	5	110470	0.565091754217884	-	putative proline/betaine transporter	632734
SAUSA300_0154	1	176298	0.565546555202245	cap5C	capsular polysaccharide biosynthesis protein Cap5C	176298
SAUSA300_2484	21	72775	0.565782330641646	-	hydroxymethylglutaryl-CoA synthase	2684095
SAUSA300_1046	9	100879	0.56596388345913	sdhC	succinate dehydrogenase- cytochrome b-558 subunit	1145407
SAUSA300_0452	4	119329	0.566726863193401	dnaX	DNA polymerase III subunit gamma and tau	511027
SAUSA300_1220	10	163793	0.566748450008454	-	LuxR family DNA-binding response regulator	1338887
SAUSA300_1235	10	178517	0.567382860365335	guaC	guanosine 5--monophosphate oxidoreductase	1353611
SAUSA300_1678	14	149840	0.568074651060129	fhs	formate--tetrahydrofolate ligase	1847198
SAUSA300_0630	5	182639	0.568384315452982	-	ABC transporter ATP-binding protein	704903
SAUSA300_0955	8	130257	0.569209782914338	atl	autolysin	1044219
SAUSA300_2037	17	112189	0.569298104457581	-	ATP-dependent RNA helicase	2201245
SAUSA300_2580	21	186513	0.56995942995517	-	isochorismatase family protein	2797833
SAUSA300_1631	14	88465	0.570567011114043	-	replication initiation and membrane attachment protein	1785823
SAUSA300_1001	8	183294	0.571593342588081	potC	spermidine/putrescine ABC transporter permease	1097256
SAUSA300_0677	6	99717	0.57166384330247	-	putative deoxyribodipyrimidine photolyase	752547
SAUSA300_1380	12	109510	0.571745807842307	-	hypothetical protein	1545736
SAUSA300_1568	13	150434	0.572091584813199	udk	uridine kinase	1717226
SAUSA300_1164	10	105227	0.572743166202989	truB	tRNA pseudouridine synthase B	1280321
SAUSA300_1597	13	184809	0.57552903635574	ruvB	Holliday junction DNA helicase RuvB	1751601
SAUSA300_0864	7	160045	0.576275582594257	argG	argininosuccinate synthase	943441
SAUSA300_2504	21	97649	0.57880047313378	-	acyltransferase	2708969
SAUSA300_1610	13	194397	0.578961634841107	folC	folylpolyglutamate synthase	1761189
SAUSA300_1232	10	176420	0.579212003178486	-	catalase	1351514
SAUSA300_0835	7	132473	0.580868400978687	dltA	D-alanine--poly-phosphoribitol- ligase subunit 1	915869
SAUSA300_0479	4	145216	0.582585211985646	-	50S ribosomal protein L25/general stress protein Ctc	536914
SAUSA300_1167	10	109063	0.58479553544825	pnpA	polynucleotide phosphorylase/polyadenylase	1284157
SAUSA300_0814	7	110944	0.585181080074762	-	hypothetical protein	894340
SAUSA300_1464	12	181851	0.585266023850725	-	2-oxoisovalerate dehydrogenase- E2 component- dihydrolipoamide acetyltransferase	1618077
SAUSA300_0704	6	128409	0.585556288420471	-	ABC transporter ATP-binding protein	781239
SAUSA300_2478	20	195675	0.586603324213513	cidB	hypothetical protein	2676429
SAUSA300_0324	3	116999	0.586879329569661	-	hypothetical protein	378131
SAUSA300_0773	7	80300	0.587941536573215	-	putative staphylocoagulase	863696
SAUSA300_0886	7	190083	0.589362966575477	fabF	3-oxoacyl--acyl-carrier-protein- synthase II	973479
SAUSA300_1051	9	105643	0.589909634643296	-	hypothetical protein	1150171
SAUSA300_0980	8	161938	0.591692526231575	-	hypothetical protein	1075900
SAUSA300_1975	16	171316	0.59181590859422	-	Aerolysin/leukocidin family protein	2129806
SAUSA300_1054	9	108409	0.591984594106514	-	hypothetical protein	1152937
SAUSA300_0993	8	175682	0.591995395015962	pdhA	pyruvate dehydrogenase E1 component- alpha subunit	1089644
SAUSA300_2144	18	100515	0.593234385236169	-	hypothetical protein	2320137
SAUSA300_1704	14	187769	0.594501922848052	leuS	leucyl-tRNA synthetase	1885127
SAUSA300_0659	6	83633	0.594602809958592	-	sugar efflux transporter	736463
SAUSA300_1360	12	91025	0.594862704382788	ubiE	ubiquinone/menaquinone biosynthesis methyltransferase	1527251
SAUSA300_1506	13	90967	0.594891392592827	-	hypothetical protein	1657759
SAUSA300_0590	5	142182	0.595366426524952	-	hypothetical protein	664446
SAUSA300_2644	22	125904	0.595913619509764	gidB	16S rRNA methyltransferase GidB	2867790
SAUSA300_2360	19	185591	0.597583947974541	-	multidrug resistance protein	2535779
SAUSA300_2357	19	183263	0.597607002295907	-	ABC transporter ATP-binding protein	2533451
SAUSA300_0919	8	96139	0.599499447172164	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase	1010101
SAUSA300_2183	18	140577	0.599842429712533	adk	adenylate kinase	2360199
SAUSA300_1784	15	138995	0.599905737532842	-	signal transduction protein TRAP	1966919
SAUSA300_0223	2	135303	0.599905768729435	-	hypothetical protein	265869
SAUSA300_2562	21	161220	0.599905791172316	-	hypothetical protein	2772540
SAUSA300_0652	6	75434	0.59990580927208	-	hypothetical protein	728264
SAUSA300_0933	8	108539	0.599905866612025	-	hypothetical protein	1022501
SAUSA300_1891	16	98407	0.599905870358285	-	hypothetical protein	2056897
SAUSA300_1431	12	150745	0.599905930976802	-	phiSLT ORF71-like protein	1586971
SAUSA300_2041	17	118453	0.599906025490332	-	hypothetical protein	2207509
SAUSA300_1632	14	89866	0.599906078046376	nrdR	transcriptional regulator NrdR	1787224
SAUSA300_0643	5	195196	0.599906124632365	-	acetyltransferase	717460
SAUSA300_0778	7	84558	0.599906124632365	-	hypothetical protein	867954
SAUSA300_2481	21	67662	0.599906141780733	-	hypothetical protein	2678982
SAUSA300_1478	12	195845	0.599906147694902	-	putative lipoprotein	1632071
SAUSA300_0667	6	87661	0.599906159834199	-	hypothetical protein	740491
SAUSA300_1303	11	128613	0.599906172404454	-	hypothetical protein	1434273
SAUSA300_0035	0	173017	0.599906172404454	-	hypothetical protein	42451
SAUSA300_0920	8	96383	0.599906291245926	-	hypothetical protein	1010345
SAUSA300_2636	22	120998	0.599906291245926	-	integrase/recombinase	2862884
SAUSA300_0585	5	137929	0.599906336456543	-	hypothetical protein	660193
SAUSA300_0507	4	175326	0.599906365840247	ctsR	transcriptional regulator CtsR	567024
SAUSA300_0068	1	76073	0.599906386457874	-	cadmium-exporting ATPase- truncation	76073
SAUSA300_2560	21	159338	0.599906430375458	-	hypothetical protein	2770658
SAUSA300_1976	16	174029	0.599906490856592	-	succinyl-diaminopimelate desuccinylase	2132519
SAUSA300_0292	3	85377	0.599906516980281	-	hypothetical protein	346509
SAUSA300_2459	20	175683	0.599906516980281	-	MarR family transcriptional regulator	2656437
SAUSA300_1010	8	191812	0.599906558449642	-	hypothetical protein	1105774
SAUSA300_1861	15	194959	0.599906572919816	-	hypothetical protein	2022883
SAUSA300_1853	15	188117	0.599906602892326	-	hypothetical protein	2016041
SAUSA300_0484	4	152574	0.599906618416618	-	hypothetical protein	544272
SAUSA300_2095	17	170577	0.599906719859657	-	hypothetical protein	2259633
SAUSA300_0439	4	101170	0.599906738275032	-	hypothetical protein	492868
SAUSA300_2548	21	142441	0.599906757160571	-	hypothetical protein	2753761
SAUSA300_0781	7	86985	0.599906776532414	-	hypothetical protein	870381
SAUSA300_1909	16	117335	0.599906859230931	-	hypothetical protein	2075825
SAUSA300_0463	4	131724	0.599907001099852	-	DNA replication intiation control protein YabA	523422
SAUSA300_2320	19	143868	0.599907001099852	-	hypothetical protein	2494056
SAUSA300_1272	11	95430	0.599907081416676	-	hypothetical protein	1401090
SAUSA300_0048	0	190917	0.599907109760988	-	hypothetical protein	60351
SAUSA300_2134	18	88100	0.599907109760988	-	iron compound ABC transporter permease	2307722
SAUSA300_0565	5	117570	0.599907264740956	-	hypothetical protein	639834
SAUSA300_1204	10	152551	0.599907298646794	-	hypothetical protein	1327645
SAUSA300_1856	15	190638	0.599907298646794	-	hypothetical protein	2018562
SAUSA300_2054	17	128816	0.599907298646794	fabZ	-3R--hydroxymyristoyl-ACP dehydratase	2217872
SAUSA300_2217	18	168493	0.599907333617681	-	putative drug transporter	2388115
SAUSA300_0334	3	126214	0.599907406937324	-	MarR family transcriptional regulator	387346
SAUSA300_0197	2	102217	0.599907406937324	-	hypothetical protein	232783
SAUSA300_1607	13	192385	0.599907445383624	-	hypothetical protein	1759177
SAUSA300_1651	14	118516	0.599907445383624	-	CBS domain-containing protein	1815874
SAUSA300_0370	3	161516	0.599907485090386	-	putative enterotoxin	422648
SAUSA300_0540	5	84924	0.599907526113317	-	HAD family hydrolase	607188
SAUSA300_1445	12	162803	0.599907568511236	scpA	hypothetical protein	1599029
SAUSA300_2176	18	136469	0.599907657684153	cbiO	cobalt transporter ATP-binding subunit	2356091
SAUSA300_0797	7	97618	0.599907704594333	-	ABC transporter permease	881014
SAUSA300_1241	10	184584	0.599907753150376	-	hypothetical protein	1359678
SAUSA300_2401	20	106176	0.599907753150376	-	addiction module antitoxin	2586930
SAUSA300_2509	21	104078	0.599907803430185	-	TetR family transcriptional regulator	2715398
SAUSA300_0997	8	179899	0.599907855516329	-	hypothetical protein	1093861
SAUSA300_2013	17	85262	0.59990785551633	leuD	isopropylmalate isomerase small subunit	2174318
SAUSA300_0325	3	117365	0.599907909496382	-	glycine cleavage H-protein	378497
SAUSA300_0682	6	104154	0.599907909496383	ybaK	ybaK/ebsC protein	756984
SAUSA300_0908	8	81817	0.599907909496383	ppnK	inorganic polyphosphate/ATP-NAD kinase	995779
SAUSA300_0298	3	89507	0.599908023515759	-	hypothetical protein	350639
SAUSA300_0709	6	135099	0.599908023515759	-	hypothetical protein	787929
SAUSA300_1761	15	118445	0.599908023515759	epiE	lantibiotic epidermin immunity protein F	1946369
SAUSA300_0581	5	133174	0.599908083758726	-	hypothetical protein	655438
SAUSA300_0564	5	117069	0.599908146303791	-	hypothetical protein	639333
SAUSA300_0849	7	144934	0.599908146303791	mnhG	putative monovalent cation/H+ antiporter subunit G	928330
SAUSA300_0079	1	88681	0.59990821126976	-	putative lipoprotein	88681
SAUSA300_1760	15	117750	0.59990821126976	epiG	lantibiotic epidermin immunity protein F	1945674
SAUSA300_1230	10	172713	0.599908278783207	-	hypothetical protein	1347807
SAUSA300_0090	1	99264	0.59990834897908	-	hypothetical protein	99264
SAUSA300_0431	4	93029	0.59990834897908	-	hypothetical protein	484727
SAUSA300_0666	6	87093	0.599908498003934	-	hypothetical protein	739923
SAUSA300_1721	15	76297	0.599908498003935	-	hypothetical protein	1904221
SAUSA300_0072	1	80397	0.599908577151126	-	hypothetical protein	80397
SAUSA300_0745	6	178886	0.599908659618867	-	putative acetyltransferase	831716
SAUSA300_0462	4	131360	0.599908745595534	-	hypothetical protein	523058
SAUSA300_1665	14	133772	0.599908745595535	-	hypothetical protein	1831130
SAUSA300_2488	21	78238	0.599908745595535	feoA	ferrous iron transport protein A	2689558
SAUSA300_0267	2	188808	0.599908835283057	-	transposase	319374
SAUSA300_0421	4	82092	0.599908835283057	-	hypothetical protein	473790
SAUSA300_2093	17	167661	0.599908835283057	-	hypothetical protein	2256717
SAUSA300_1862	15	195770	0.59990912885908	-	hypothetical protein	2023694
SAUSA300_1041	9	93206	0.599909128859081	-	hypothetical protein	1137734
SAUSA300_1904	16	112950	0.599909128859081	-	hypothetical protein	2071440
SAUSA300_2243	18	190053	0.599909128859081	ureG	urease accessory protein UreG	2409675
SAUSA300_0293	3	86009	0.59990934755989	-	hypothetical protein	347141
SAUSA300_2626	22	110614	0.59990934755989	-	hypothetical protein	2852500
SAUSA300_0414	4	75995	0.599909464678186	-	tandem lipoprotein	467693
SAUSA300_2388	20	90009	0.59990958741747	panE	2-dehydropantoate 2-reductase	2570763
SAUSA300_0219	2	128457	0.599909716143279	-	putative iron compound A C transporter- iron compound-binding protein	259023
SAUSA300_2300	19	122828	0.599909716143279	-	TetR family transcriptional regulator	2473016
SAUSA300_2528	21	118213	0.599909851251353	-	hypothetical protein	2729533
SAUSA300_0721	6	149025	0.599909851251353	-	transferrin receptor	801855
SAUSA300_0575	5	127942	0.599909993170678	-	hypothetical protein	650206
SAUSA300_0644	6	66172	0.599910142366902	-	hypothetical protein	719002
SAUSA300_2432	20	136932	0.599910299346153	-	MutT/NUDIX family hydrolase	2617686
SAUSA300_2611	22	95954	0.599910299346153	hisD	histidinol dehydrogenase	2837840
SAUSA300_1871	16	72896	0.599910464659339	-	hypothetical protein	2031386
SAUSA300_2005	17	74845	0.599910464659339	-	hypothetical protein	2163901
SAUSA300_2418	20	123880	0.599910464659339	-	hypothetical protein	2604634
SAUSA300_1126	9	188043	0.599910638906988	rnc	ribonuclease III	1232571
SAUSA300_2547	21	142253	0.599910638906988	-	hypothetical protein	2753573
SAUSA300_0086	1	95542	0.599910638906988	-	hypothetical protein	95542
SAUSA300_0332	3	123180	0.599910638906988	-	PTS system- IIA component	384312
SAUSA300_0789	7	91823	0.599910638906988	-	putative thioredoxin	875219
SAUSA300_1798	15	153084	0.599910638906988	-	DNA-binding response regulator	1981008
SAUSA300_0761	7	66925	0.599910822744711	-	hypothetical protein	850321
SAUSA300_1297	11	121344	0.599910822744711	-	acylphosphatase	1427004
SAUSA300_1170	10	114315	0.599910822744711	-	GntR family transcriptional regulator	1289409
SAUSA300_1925	16	132176	0.599911016889376	-	phiPVL ORF17-like protein	2090666
SAUSA300_2523	21	114446	0.599911016889376	-	hypothetical protein	2725766
SAUSA300_1408	12	136882	0.599911222126104	-	phage helicase	1573108
SAUSA300_1712	15	66996	0.599911222126104	ribH	6-7-dimethyl-8-ribityllumazine synthase	1894920
SAUSA300_2231	18	179154	0.599911439316222	fdhD	formate dehydrogenase accessory protein	2398776
SAUSA300_0372	3	163006	0.599911439316223	-	hypothetical protein	424138
SAUSA300_0470	4	138475	0.599911439316223	ksgA	dimethyladenosine transferase	530173
SAUSA300_0970	8	148722	0.599911669406316	purQ	phosphoribosylformylglycinamidine synthase I	1062684
SAUSA300_1273	11	96027	0.599911669406317	opp-2F	oligopeptide permease- ATP-binding protein	1401687
SAUSA300_0907	8	80991	0.599911913438559	-	GTP pyrophosphokinase	994953
SAUSA300_2632	22	116743	0.599911913438559	-	hypothetical protein	2858629
SAUSA300_2073	17	145678	0.59991191343856	tdk	thymidine kinase	2234734
SAUSA300_2145	18	101226	0.59991217256253	-	glycine betaine transporter	2320848
SAUSA300_0102	1	112626	0.59991217256253	-	tandem lipoprotein	112626
SAUSA300_0854	7	147872	0.59991217256253	mnhB	putative monovalent cation/H+ antiporter subunit B	931268
SAUSA300_1726	15	81793	0.59991217256253	-	crcB family protein	1909717
SAUSA300_1913	16	119691	0.599912448048779	-	ABC transporter ATP-binding protein	2078181
SAUSA300_1343	12	71799	0.59991244804878	nth	endonuclease III	1508025
SAUSA300_1524	13	108523	0.59991244804878	-	CBS domain-containing protein	1675315
SAUSA300_2577	21	181083	0.599912741304434	manA	mannose-6-phosphate isomerase	2792403
SAUSA300_1739	15	95701	0.599912741304434	-	hypothetical protein	1923625
SAUSA300_0038	0	178108	0.599913053891197	ccrA	cassette chromosome recombinase A	47542
SAUSA300_0679	6	100956	0.599913053891197	-	hypothetical protein	753786
SAUSA300_0795	7	95655	0.599913053891197	-	hypothetical protein	879051
SAUSA300_0739	6	169789	0.599913387546178	-	LysM domain-containing protein	822619
SAUSA300_0788	7	91673	0.599913387546178	-	nitroreductase family protein	875069
SAUSA300_0832	7	128665	0.599913387546178	-	hypothetical protein	912061
SAUSA300_1367	12	97633	0.599913387546178	cmk	cytidylate kinase	1533859
SAUSA300_2597	22	81782	0.599913387546178	cap1B	capsular polysaccharide biosynthesis protein Cap1B	2823668
SAUSA300_0543	5	86849	0.599913387546178	-	putative deaminase	609113
SAUSA300_0050	0	191415	0.59991374420609	-	hypothetical protein	60849
SAUSA300_1984	16	184238	0.59991374420609	-	hypothetical protein	2142728
SAUSA300_1972	16	169159	0.59991374420609	int	integrase	2127649
SAUSA300_0074	1	82906	0.599914126035399	opp-3B	oligopeptide permease- channel-forming protein	82906
SAUSA300_0309	3	99134	0.599914126035399	-	ABC transporter ATP-binding protein	360266
SAUSA300_2426	20	130447	0.5999141260354	-	hypothetical protein	2611201
SAUSA300_1673	14	141949	0.599914535459248	-	1-acyl-sn-glycerol-3-phosphate acyltransferases	1839307
SAUSA300_0302	3	91540	0.599914975202054	-	hypothetical protein	352672
SAUSA300_0100	1	110970	0.599914975202054	-	tandem lipoprotein	110970
SAUSA300_0723	6	150724	0.599914975202054	-	hypothetical protein	803554
SAUSA300_0272	2	193452	0.599915448332943	-	hypothetical protein	324018
SAUSA300_0675	6	96422	0.599915448332943	-	hypothetical protein	749252
SAUSA300_2274	19	94734	0.599915448332943	-	hypothetical protein	2444922
SAUSA300_0263	2	184874	0.599915448332944	rbsD	D-ribose pyranase	315440
SAUSA300_0338	3	130895	0.599915448332944	-	glyoxalase family protein	392027
SAUSA300_0480	4	146099	0.599915448332944	pth	peptidyl-tRNA hydrolase	537797
SAUSA300_0549	5	101687	0.599915448332944	-	glycosyl transferase- group 1 family protein	623951
SAUSA300_0851	7	145561	0.599915448332944	mnhE	putative monovalent cation/H+ antiporter subunit E	928957
SAUSA300_1108	9	169545	0.599915448332944	def	peptide deformylase	1214073
SAUSA300_0044	0	185798	0.599915958319446	-	metallo-beta-lactamase family protein	55232
SAUSA300_1805	15	159976	0.599915958319446	-	RNA methyltransferase	1987900
SAUSA300_0985	8	166509	0.599915958319446	-	hypothetical protein	1080471
SAUSA300_2553	21	150025	0.599915958319446	-	precorrin-2 dehydrogenase	2761345
SAUSA300_0258	2	179390	0.599916509091201	-	GntR family transcriptional regulator	309956
SAUSA300_1247	10	195389	0.599916509091201	-	hypothetical protein	1370483
SAUSA300_2247	18	192243	0.599916509091201	-	hypothetical protein	2411865
SAUSA300_2630	22	115572	0.599916509091201	nixA	high-affinity nickel-transporter	2857458
SAUSA300_1656	14	124731	0.599916509091201	-	universal stress protein	1822089
SAUSA300_2031	17	103207	0.599916509091201	-	hypothetical protein	2192263
SAUSA300_0719	6	147120	0.599917105115876	-	iron compound ABC transporter permease	799950
SAUSA300_0616	5	165705	0.599917751490045	-	putative monovalent cation/H+ antiporter subunit G	687969
SAUSA300_0713	6	138756	0.599917751490045	folE	7-cyano-7-deazaguanine reductase	791586
SAUSA300_0843	7	138087	0.599917751490045	-	hypothetical protein	921483
SAUSA300_2415	20	120551	0.599917751490045	-	hypothetical protein	2601305
SAUSA300_2003	17	73765	0.599918454048492	rimI	ribosomal-protein-alanine acetyltransferase	2162821
SAUSA300_2211	18	158788	0.599918454048492	-	hypothetical protein	2378410
SAUSA300_0217	2	126153	0.599918454048492	-	AraC family DNA-binding response regulator	256719
SAUSA300_0661	6	84217	0.599918454048492	-	hypothetical protein	737047
SAUSA300_1440	12	157774	0.599918454048492	-	hypothetical protein	1594000
SAUSA300_2620	22	105659	0.599918454048492	-	hypothetical protein	2847545
SAUSA300_0299	3	90019	0.599919219496332	-	hypothetical protein	351151
SAUSA300_0941	8	116742	0.599919219496332	-	putative ferrichrome ABC transporter	1030704
SAUSA300_2297	19	119319	0.599919219496332	-	hypothetical protein	2469507
SAUSA300_0436	4	98770	0.599919219496332	-	ABC transporter permease	490468
SAUSA300_1231	10	173245	0.599919219496332	-	gamma-aminobutyrate permease	1348339
SAUSA300_2555	21	152968	0.599919219496332	-	glutathione peroxidase	2764288
SAUSA300_2267	19	87276	0.599920055569567	-	HAD superfamily hydrolase	2437464
SAUSA300_0083	1	91958	0.599920055569568	-	hypothetical protein	91958
SAUSA300_0296	3	87528	0.599920055569568	-	hypothetical protein	348660
SAUSA300_1485	13	73513	0.599920055569568	-	hypothetical protein	1640305
SAUSA300_2091	17	166897	0.599920055569568	deoD	purine nucleoside phosphorylase	2255953
SAUSA300_2356	19	183166	0.599920055569568	fmhA	fmhA protein	2533354
SAUSA300_0173	2	65420	0.599920971231297	-	hypothetical protein	195986
SAUSA300_1276	11	98304	0.599920971231297	opp-2B	oligopeptide permease- channel-forming protein	1403964
SAUSA300_2164	18	123552	0.599920971231297	-	hypothetical protein	2343174
SAUSA300_2168	18	129046	0.599920971231297	-	hypothetical protein	2348668
SAUSA300_0287	3	81018	0.599920971231297	-	hypothetical protein	342150
SAUSA300_1203	10	151127	0.599920971231297	-	hypothetical protein	1326221
SAUSA300_1763	15	119918	0.599920971231297	epiP	lantibiotic epidermin leader peptide processing serine protease EpiP	1947842
SAUSA300_1986	16	186339	0.599920971231297	-	hypothetical protein	2144829
SAUSA300_2036	17	111820	0.599920971231297	kdpE	DNA-binding response regulator- KdpE	2200876
SAUSA300_2056	17	130666	0.599920971231297	-	hypothetical protein	2219722
SAUSA300_2220	18	170678	0.599920971231297	mobA	molybdopterin-guanine dinucleotide biosynthesis protein MobA	2390300
SAUSA300_0893	8	68851	0.599921976912906	oppF	oligopeptide ABC transporter ATP-binding protein	982813
SAUSA300_1693	14	169643	0.599921976912906	-	hypothetical protein	1867001
SAUSA300_0192	2	94453	0.599921976912906	-	hypothetical protein	225019
SAUSA300_0450	4	116400	0.599921976912906	treR	trehalose operon repressor	508098
SAUSA300_0579	5	131777	0.599921976912906	-	hypothetical protein	654041
SAUSA300_2028	17	100790	0.599921976912906	acpS	4--phosphopantetheinyl transferase	2189846
